move_name,type,category,power,accuracy,pp
Acid Armor,Poison,Status,-,101,20
Acid Spray,Poison,Special,40,100,20
Aqua Tail,Water,Physical,90,90,12
Assurance,Dark,Physical,60,100,12
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Counter,Fighting,Physical,1,100,20
Curse,Ghost,Status,-,101,12
Draco Meteor,Dragon,Special,130,90,8
Dragon Breath,Dragon,Special,60,100,20
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Flail,Normal,Physical,1,100,16
Flamethrower,Fire,Special,90,100,16
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Life Dew,Water,Status,-,101,12
Mega Kick,Normal,Physical,120,75,8
Mud Shot,Ground,Special,55,95,16
Muddy Water,Water,Special,90,85,12
Outrage,Dragon,Physical,120,100,12
Poison Tail,Poison,Physical,50,100,20
Power Whip,Grass,Physical,120,85,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Round,Normal,Special,60,100,16
Scald,Water,Special,80,100,16
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Snore,Normal,Special,50,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Tearful Look,Normal,Status,-,101,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunderbolt,Electric,Special,90,100,16
Toxic,Poison,Status,-,90,12
Water Pulse,Water,Special,60,100,20
Weather Ball,Normal,Special,50,100,12
