move_name,type,category,power,accuracy,pp
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Comeuppance,Dark,Physical,1,100,12
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Destiny Bond,Ghost,Status,-,101,8
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fire Fang,Fire,Physical,65,95,16
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Jaw Lock,Dark,Physical,80,100,12
Lash Out,Dark,Physical,75,100,8
Outrage,Dragon,Physical,120,100,12
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Spite,Ghost,Status,-,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder Fang,Electric,Physical,65,95,16
Trailblaze,Grass,Physical,50,100,20
Wild Charge,Electric,Physical,90,100,16
