move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Bitter Malice,Ghost,Special,75,100,12
Body Slam,Normal,Physical,85,100,16
Bounce,Flying,Physical,85,85,8
Brick Break,Fighting,Physical,75,100,16
Burning Jealousy,Fire,Special,70,100,8
Calm Mind,Psychic,Status,-,101,20
Comeuppance,Dark,Physical,1,100,12
Confuse Ray,Ghost,Status,-,100,12
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Endure,Normal,Status,-,101,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hone Claws,Dark,Status,-,101,16
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Memento,Dark,Status,-,100,12
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Phantom Force,Ghost,Physical,90,100,12
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Spite,Ghost,Status,-,100,12
Substitute,Normal,Status,-,101,12
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Torment,Dark,Status,-,100,16
Trick,Psychic,Status,-,100,12
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Will-O-Wisp,Fire,Status,-,85,16
