move_name,type,category,power,accuracy,pp
Amnesia,Psychic,Status,-,101,20
Apple Acid,Grass,Special,90,100,12
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Curse,Ghost,Status,-,101,12
Draco Meteor,Dragon,Special,130,90,8
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Gyro Ball,Steel,Physical,1,100,8
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Light Screen,Psychic,Status,-,101,20
Outrage,Dragon,Physical,120,100,12
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Recover,Normal,Status,-,101,8
Recycle,Normal,Status,-,101,12
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Seed Bomb,Grass,Physical,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Sweet Scent,Normal,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Zen Headbutt,Psychic,Physical,80,90,16
