move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Ancient Power,Rock,Special,60,100,8
Beat Up,Dark,Physical,1,100,12
Belly Drum,Normal,Status,-,101,12
Bite,Dark,Physical,60,100,20
Blast Burn,Fire,Special,150,90,8
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Counter,Fighting,Physical,1,100,20
Crunch,Dark,Physical,80,100,16
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Punch,Fire,Physical,75,100,16
Fire Spin,Fire,Special,35,85,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Fling,Dark,Physical,1,100,12
Fly,Flying,Physical,90,95,16
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Heat Crash,Fire,Physical,1,100,12
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hyper Beam,Normal,Special,150,90,8
Inferno,Fire,Special,100,50,8
Iron Tail,Steel,Physical,100,75,16
Mega Kick,Normal,Physical,120,75,8
Outrage,Dragon,Physical,120,100,12
Overheat,Fire,Special,130,90,8
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Scorching Sands,Ground,Special,70,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Temper Flare,Fire,Physical,75,100,12
Thunder Punch,Electric,Physical,75,100,16
Weather Ball,Normal,Special,50,100,12
Will-O-Wisp,Fire,Status,-,85,16
