move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Body Slam,Normal,Physical,85,100,16
Brave Bird,Flying,Physical,120,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Covet,Normal,Physical,60,100,20
Curse,Ghost,Status,-,101,12
Defog,Flying,Status,-,101,16
Detect,Fighting,Status,-,101,8
Double-Edge,Normal,Physical,120,100,16
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Feint,Normal,Physical,30,100,12
Final Gambit,Fighting,Special,1,100,8
First Impression,Bug,Physical,100,100,12
Flail,Normal,Physical,1,100,16
Focus Energy,Normal,Status,-,101,20
Grassy Glide,Grass,Physical,55,100,20
Helping Hand,Normal,Status,-,101,20
Iron Defense,Steel,Status,-,101,16
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Meteor Assault,Fighting,Physical,170,100,8
Night Slash,Dark,Physical,70,100,20
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Quick Guard,Fighting,Status,-,101,16
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Simple Beam,Normal,Status,-,100,16
Sky Attack,Flying,Physical,140,90,8
Slash,Normal,Physical,80,100,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Blade,Grass,Physical,125,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swords Dance,Normal,Status,-,101,20
Throat Chop,Dark,Physical,80,100,16
