move_name,type,category,power,accuracy,pp
Acid Armor,Poison,Status,-,101,20
Alluring Voice,Fairy,Special,80,100,12
Aqua Ring,Water,Status,-,101,20
Baby-Doll Eyes,Fairy,Status,-,100,20
Baton Pass,Normal,Status,-,101,20
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Calm Mind,Psychic,Status,-,101,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Copycat,Normal,Status,-,101,20
Covet,Normal,Physical,60,100,20
Curse,Ghost,Status,-,101,12
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Flail,Normal,Physical,1,100,16
Flip Turn,Water,Physical,60,100,20
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Last Resort,Normal,Physical,140,100,8
Liquidation,Water,Physical,85,100,12
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Scald,Water,Special,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Swift,Normal,Special,60,101,20
Tickle,Normal,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Weather Ball,Normal,Special,50,100,12
Whirlpool,Water,Special,35,85,16
Wish,Normal,Status,-,101,12
Yawn,Normal,Status,-,101,12
