move_name,type,category,power,accuracy,pp
Acid Spray,Poison,Special,40,100,20
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Baton Pass,Normal,Status,-,101,20
Body Slam,Normal,Physical,85,100,16
Bounce,Flying,Physical,85,85,8
Bug Bite,Bug,Physical,60,100,20
Bug Buzz,Bug,Special,90,100,12
Cross Poison,Poison,Physical,70,100,20
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Electroweb,Electric,Special,55,95,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fell Stinger,Bug,Physical,50,100,20
First Impression,Bug,Physical,100,100,12
Focus Energy,Normal,Status,-,101,20
Foul Play,Dark,Physical,95,100,16
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Infestation,Bug,Special,20,100,20
Knock Off,Dark,Physical,65,100,20
Leech Life,Bug,Physical,80,100,12
Lunge,Bug,Physical,80,100,16
Megahorn,Bug,Physical,120,85,12
Night Shade,Ghost,Special,1,100,16
Night Slash,Dark,Physical,70,100,20
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Rage Powder,Bug,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Shadow Sneak,Ghost,Physical,40,100,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Smart Strike,Steel,Physical,70,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spite,Ghost,Status,-,100,12
Sticky Web,Bug,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
String Shot,Bug,Status,-,95,20
Struggle Bug,Bug,Special,50,100,20
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Toxic,Poison,Status,-,90,12
Toxic Spikes,Poison,Status,-,101,20
Toxic Thread,Poison,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Venoshock,Poison,Special,65,100,12
X-Scissor,Bug,Physical,80,100,16
