move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Baby-Doll Eyes,Fairy,Status,-,100,20
Bite,Dark,Physical,60,100,20
Charm,Fairy,Status,-,100,20
Cotton Guard,Grass,Status,-,101,12
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Fang,Fire,Physical,65,95,16
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
Hyper Voice,Normal,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Iron Tail,Steel,Physical,100,75,16
Last Resort,Normal,Physical,140,100,8
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Thunder Fang,Electric,Physical,65,95,16
Thunder Wave,Electric,Status,-,90,20
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Wild Charge,Electric,Physical,90,100,16
Zen Headbutt,Psychic,Physical,80,90,16
