move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Bind,Normal,Physical,15,85,20
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulk Up,Fighting,Status,-,101,20
Chilling Water,Water,Special,50,100,20
Circle Throw,Fighting,Physical,60,90,12
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Drain Punch,Fighting,Physical,75,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Liquidation,Water,Physical,85,100,12
Mach Punch,Fighting,Physical,40,100,20
Mud Shot,Ground,Special,55,95,16
Muddy Water,Water,Special,90,85,12
Octolock,Fighting,Status,-,100,16
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Seismic Toss,Fighting,Physical,1,100,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Soak,Water,Status,-,100,20
Stomping Tantrum,Ground,Physical,75,100,12
Storm Throw,Fighting,Physical,60,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Taunt,Dark,Status,-,100,20
Topsy-Turvy,Dark,Status,-,101,20
Waterfall,Water,Physical,80,100,16
Whirlpool,Water,Special,35,85,16
