move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Assurance,Dark,Physical,60,100,12
Beat Up,Dark,Physical,1,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Cross Chop,Fighting,Physical,100,80,8
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Drain Punch,Fighting,Physical,75,100,12
Dynamic Punch,Fighting,Physical,100,50,8
Earthquake,Ground,Physical,100,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Lash Out,Dark,Physical,75,100,8
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Night Shade,Ghost,Special,1,100,16
Night Slash,Dark,Physical,70,100,20
Outrage,Dragon,Physical,120,100,12
Overheat,Fire,Special,130,90,8
Phantom Force,Ghost,Physical,90,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Rage Fist,Ghost,Physical,50,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Seed Bomb,Grass,Physical,80,100,16
Seismic Toss,Fighting,Physical,1,100,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Punch,Ghost,Physical,60,101,20
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Spite,Ghost,Status,-,100,12
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Storm Throw,Fighting,Physical,60,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thrash,Normal,Physical,120,100,12
Throat Chop,Dark,Physical,80,100,16
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunderbolt,Electric,Special,90,100,16
Torment,Dark,Status,-,100,16
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Vacuum Wave,Fighting,Special,40,100,20
