move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
After You,Normal,Status,-,101,16
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Aura Sphere,Fighting,Special,80,101,20
Baby-Doll Eyes,Fairy,Status,-,100,20
Baton Pass,Normal,Status,-,101,20
Blizzard,Ice,Special,110,70,8
Bounce,Flying,Physical,85,85,8
Brutal Swing,Dark,Physical,60,100,20
Charm,Fairy,Status,-,100,20
Circle Throw,Fighting,Physical,60,90,12
Close Combat,Fighting,Physical,120,100,8
Copycat,Normal,Status,-,101,20
Cosmic Power,Psychic,Status,-,101,20
Cotton Guard,Grass,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double Hit,Normal,Physical,35,90,12
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Dynamic Punch,Fighting,Physical,100,50,8
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Fire Punch,Fire,Physical,75,100,16
Flail,Normal,Physical,1,100,16
Flatter,Dark,Status,-,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Healing Wish,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Iron Tail,Steel,Physical,100,75,16
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mach Punch,Fighting,Physical,40,100,20
Magic Coat,Psychic,Status,-,101,16
Mega Kick,Normal,Physical,120,75,8
Mega Punch,Normal,Physical,80,85,20
Mirror Coat,Psychic,Special,1,100,20
Payback,Dark,Physical,50,100,12
Play Rough,Fairy,Physical,90,90,12
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Retaliate,Normal,Physical,70,100,8
Reversal,Fighting,Physical,1,100,16
Round,Normal,Special,60,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Sweet Kiss,Fairy,Status,-,75,12
Switcheroo,Dark,Status,-,100,12
Swords Dance,Normal,Status,-,101,20
Teeter Dance,Normal,Status,-,100,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Triple Axel,Ice,Physical,20,90,12
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Work Up,Normal,Status,-,101,20
