move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Attract,Normal,Status,-,100,16
Baton Pass,Normal,Status,-,101,20
Body Slam,Normal,Physical,85,100,16
Brave Bird,Flying,Physical,120,100,16
Brutal Swing,Dark,Physical,60,100,20
Close Combat,Fighting,Physical,120,100,8
Covet,Normal,Physical,60,100,20
Curse,Ghost,Status,-,101,12
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Feint,Normal,Physical,30,100,12
Final Gambit,Fighting,Special,1,100,8
First Impression,Bug,Physical,100,100,12
Flail,Normal,Physical,1,100,16
Fly,Flying,Physical,90,95,16
Focus Energy,Normal,Status,-,101,20
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Night Slash,Dark,Physical,70,100,20
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rest,Psychic,Status,-,101,8
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Simple Beam,Normal,Status,-,100,16
Sky Attack,Flying,Physical,140,90,8
Slash,Normal,Physical,80,100,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Blade,Grass,Physical,125,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
