move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Belly Drum,Normal,Status,-,101,12
Bite,Dark,Physical,60,100,20
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Claw,Dragon,Physical,80,100,16
Drain Punch,Fighting,Physical,75,100,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Gyro Ball,Steel,Physical,1,100,8
Hammer Arm,Fighting,Physical,100,90,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Seed Bomb,Grass,Physical,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spikes,Ground,Status,-,101,20
Spiky Shield,Grass,Status,-,101,8
Steel Roller,Steel,Physical,130,100,8
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Superpower,Fighting,Physical,120,100,8
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Taunt,Dark,Status,-,100,20
Thunder Punch,Electric,Physical,75,100,16
Trailblaze,Grass,Physical,50,100,20
Wide Guard,Rock,Status,-,101,12
Wood Hammer,Grass,Physical,120,100,16
Zen Headbutt,Psychic,Physical,80,90,16
