move_name,type,category,power,accuracy,pp
Ally Switch,Psychic,Status,-,101,16
Bite,Dark,Physical,60,100,20
Body Press,Fighting,Physical,80,100,12
Bulldoze,Ground,Physical,60,100,20
Charm,Fairy,Status,-,100,20
Confuse Ray,Ghost,Status,-,100,12
Crunch,Dark,Physical,80,100,16
Destiny Bond,Ghost,Status,-,101,8
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Double-Edge,Normal,Physical,120,100,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Fang,Fire,Physical,65,95,16
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Howl,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Fang,Ice,Physical,65,95,16
Last Respects,Ghost,Physical,50,100,12
Memento,Dark,Status,-,100,12
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Phantom Force,Ghost,Physical,90,100,12
Play Rough,Fairy,Physical,90,90,12
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Shadow Ball,Ghost,Special,80,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Thief,Dark,Physical,60,100,20
Thunder Fang,Electric,Physical,65,95,16
Trick,Psychic,Status,-,100,12
Uproar,Normal,Special,90,100,12
Will-O-Wisp,Fire,Status,-,85,16
Yawn,Normal,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
