move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
After You,Normal,Status,-,101,16
Agility,Psychic,Status,-,101,20
Baby-Doll Eyes,Fairy,Status,-,100,20
Baton Pass,Normal,Status,-,101,20
Beat Up,Dark,Physical,1,100,12
Bite,Dark,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Copycat,Normal,Status,-,101,20
Crunch,Dark,Physical,80,100,16
Dig,Ground,Physical,80,100,12
Double Hit,Normal,Physical,35,90,12
Double-Edge,Normal,Physical,120,100,16
Echoed Voice,Normal,Special,40,100,16
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Feint,Normal,Physical,30,100,12
Follow Me,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Play Rough,Fairy,Physical,90,90,12
Population Bomb,Normal,Physical,20,90,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Seed Bomb,Grass,Physical,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Switcheroo,Dark,Status,-,100,12
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder Wave,Electric,Status,-,90,20
Tickle,Normal,Status,-,100,20
Tidy Up,Normal,Status,-,101,12
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Water Pulse,Water,Special,60,100,20
