move_name,type,category,power,accuracy,pp
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Avalanche,Ice,Physical,60,100,12
Beat Up,Dark,Physical,1,100,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulldoze,Ground,Physical,60,100,20
Circle Throw,Fighting,Physical,60,90,12
Counter,Fighting,Physical,1,100,20
Crunch,Dark,Physical,80,100,16
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Double Hit,Normal,Physical,35,90,12
Double-Edge,Normal,Physical,120,100,16
Drain Punch,Fighting,Physical,75,100,12
Dynamic Punch,Fighting,Physical,100,50,8
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Hammer Arm,Fighting,Physical,100,90,12
Helping Hand,Normal,Status,-,101,20
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Last Resort,Normal,Physical,140,100,8
Low Kick,Fighting,Physical,1,100,20
Mega Kick,Normal,Physical,120,75,8
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sandstorm,Rock,Status,-,101,8
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Terrain Pulse,Normal,Special,50,100,12
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunderbolt,Electric,Special,90,100,16
Uproar,Normal,Special,90,100,12
Whirlpool,Water,Special,35,85,16
