move_name,type,category,power,accuracy,pp
Ancient Power,Rock,Special,60,100,8
Avalanche,Ice,Physical,60,100,12
Block,Normal,Status,-,101,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulldoze,Ground,Physical,60,100,20
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dynamic Punch,Fighting,Physical,100,50,8
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Explosion,Normal,Physical,250,100,8
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Fissure,Ground,Physical,1,30,8
Flash Cannon,Steel,Special,80,100,12
Fling,Dark,Physical,1,100,12
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Gravity,Psychic,Status,-,101,8
Hammer Arm,Fighting,Physical,100,90,12
Hard Press,Steel,Physical,1,100,12
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Meteor Beam,Rock,Special,120,90,12
Mud Shot,Ground,Special,55,95,16
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Recover,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Blast,Rock,Physical,25,90,12
Rock Polish,Rock,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Salt Cure,Rock,Physical,40,100,16
Sandstorm,Rock,Status,-,101,8
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Thunder Punch,Electric,Physical,75,100,16
Wide Guard,Rock,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
