move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Baton Pass,Normal,Status,-,101,20
Beat Up,Dark,Physical,1,100,12
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Confuse Ray,Ghost,Status,-,100,12
Curse,Ghost,Status,-,101,12
Disable,Normal,Status,-,100,20
Dive,Water,Physical,80,100,12
Double Hit,Normal,Physical,35,90,12
Double Team,Normal,Status,-,101,16
Double-Edge,Normal,Physical,120,100,16
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Darts,Dragon,Physical,50,100,12
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Flamethrower,Fire,Special,90,100,16
Fly,Flying,Physical,90,95,16
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Infestation,Bug,Special,20,100,20
Last Resort,Normal,Physical,140,100,8
Light Screen,Psychic,Status,-,101,20
Lock-On,Normal,Status,-,101,8
Night Shade,Ghost,Special,1,100,16
Outrage,Dragon,Physical,120,100,12
Phantom Force,Ghost,Physical,90,100,12
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Quick Attack,Normal,Physical,40,100,20
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Tri Attack,Normal,Special,80,100,12
U-turn,Bug,Physical,70,100,20
Will-O-Wisp,Fire,Status,-,85,16
