move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulldoze,Ground,Physical,60,100,20
Calm Mind,Psychic,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Chilling Water,Water,Special,50,100,20
Confusion,Psychic,Special,50,100,20
Earthquake,Ground,Physical,100,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Foul Play,Dark,Physical,95,100,16
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Gravity,Psychic,Status,-,101,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Imprison,Psychic,Status,-,101,12
Instruct,Psychic,Status,-,101,16
Knock Off,Dark,Physical,65,100,20
Last Resort,Normal,Physical,140,100,8
Light Screen,Psychic,Status,-,101,20
Magic Room,Psychic,Status,-,101,12
Mega Kick,Normal,Physical,120,75,8
Nasty Plot,Dark,Status,-,101,20
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Noise,Psychic,Special,75,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Quash,Dark,Status,-,100,16
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scary Face,Normal,Status,-,100,12
Shadow Ball,Ghost,Special,80,100,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Taunt,Dark,Status,-,100,20
Terrain Pulse,Normal,Special,50,100,12
Thunder,Electric,Special,110,70,12
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Wonder Room,Psychic,Status,-,101,12
Yawn,Normal,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
