move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Aurora Veil,Ice,Status,-,101,20
Avalanche,Ice,Physical,60,100,12
Baby-Doll Eyes,Fairy,Status,-,100,20
Baton Pass,Normal,Status,-,101,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Calm Mind,Psychic,Status,-,101,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Confuse Ray,Ghost,Status,-,100,12
Dark Pulse,Dark,Special,80,100,16
Dazzling Gleam,Fairy,Special,80,100,12
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Double-Edge,Normal,Physical,120,100,16
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Flail,Normal,Physical,1,100,16
Foul Play,Dark,Physical,95,100,16
Freeze-Dry,Ice,Special,70,100,20
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Howl,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Ice Beam,Ice,Special,90,100,12
Ice Shard,Ice,Physical,40,100,20
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Iron Tail,Steel,Physical,100,75,16
Misty Terrain,Fairy,Status,-,101,12
Moonblast,Fairy,Special,95,100,16
Nasty Plot,Dark,Status,-,101,20
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Play Rough,Fairy,Physical,90,90,12
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Spite,Ghost,Status,-,100,12
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Tail Slap,Normal,Physical,25,85,12
Triple Axel,Ice,Physical,20,90,12
Weather Ball,Normal,Special,50,100,12
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
