move_name,type,category,power,accuracy,pp
Amnesia,Psychic,Status,-,101,20
Bite,Dark,Physical,60,100,20
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Fang,Fire,Physical,65,95,16
Fissure,Ground,Physical,1,30,8
Giga Impact,Normal,Physical,150,90,8
Hard Press,Steel,Physical,1,100,12
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Iron Head,Steel,Physical,80,100,16
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sand Tomb,Ground,Physical,35,85,16
Sandstorm,Rock,Status,-,101,8
Scorching Sands,Ground,Special,70,100,12
Slack Off,Normal,Status,-,101,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Spit Up,Normal,Special,1,100,12
Stealth Rock,Rock,Status,-,101,20
Stockpile,Normal,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swallow,Normal,Status,-,101,12
Thunder Fang,Electric,Physical,65,95,16
Whirlwind,Normal,Status,-,101,20
Yawn,Normal,Status,-,101,12
