move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Body Slam,Normal,Physical,85,100,16
Bullet Seed,Grass,Physical,25,100,20
Charm,Fairy,Status,-,100,20
Cotton Spore,Grass,Status,-,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ingrain,Grass,Status,-,101,20
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Life Dew,Water,Status,-,101,12
Magical Leaf,Grass,Special,60,101,20
Petal Blizzard,Grass,Physical,90,100,16
Petal Dance,Grass,Special,120,100,12
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Power Whip,Grass,Physical,120,85,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Razor Leaf,Grass,Physical,55,95,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Powder,Grass,Status,-,75,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spikes,Ground,Status,-,101,20
Stun Spore,Grass,Status,-,75,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Sweet Scent,Normal,Status,-,100,20
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Toxic,Poison,Status,-,90,12
Toxic Spikes,Poison,Status,-,101,20
Trailblaze,Grass,Physical,50,100,20
Uproar,Normal,Special,90,100,12
Venom Drench,Poison,Status,-,100,20
Venoshock,Poison,Special,65,100,12
Weather Ball,Normal,Special,50,100,12
Worry Seed,Grass,Status,-,100,12
