move_name,type,category,power,accuracy,pp
Alluring Voice,Fairy,Special,80,100,12
Amnesia,Psychic,Status,-,101,20
Aqua Jet,Water,Physical,40,100,20
Aqua Ring,Water,Status,-,101,20
Aqua Tail,Water,Physical,90,90,12
Belly Drum,Normal,Status,-,101,12
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Bounce,Flying,Physical,85,85,8
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Copycat,Normal,Status,-,101,20
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Ice Spinner,Ice,Physical,80,100,16
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Light Screen,Psychic,Status,-,101,20
Liquidation,Water,Physical,85,100,12
Misty Explosion,Fairy,Special,100,100,8
Misty Terrain,Fairy,Status,-,101,12
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Perish Song,Normal,Status,-,101,8
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Sing,Normal,Status,-,55,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Soak,Water,Status,-,100,20
Substitute,Normal,Status,-,101,12
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Tickle,Normal,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Whirlpool,Water,Special,35,85,16
