move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Ally Switch,Psychic,Status,-,101,16
Amnesia,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Baton Pass,Normal,Status,-,101,20
Beat Up,Dark,Physical,1,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Calm Mind,Psychic,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Confuse Ray,Ghost,Status,-,100,12
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dazzling Gleam,Fairy,Special,80,100,12
Double Hit,Normal,Physical,35,90,12
Double-Edge,Normal,Physical,120,100,16
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Facade,Normal,Physical,70,100,20
Foul Play,Dark,Physical,95,100,16
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gravity,Psychic,Status,-,101,8
Guard Swap,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Imprison,Psychic,Status,-,101,12
Iron Head,Steel,Physical,80,100,16
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Mean Look,Normal,Status,-,101,8
Mirror Coat,Psychic,Special,1,100,20
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Fangs,Psychic,Physical,85,100,12
Psychic Noise,Psychic,Special,75,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Shadow Ball,Ghost,Special,80,100,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Stomping Tantrum,Ground,Physical,75,100,12
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Twin Beam,Psychic,Special,40,100,12
Uproar,Normal,Special,90,100,12
Wish,Normal,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
