move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Alluring Voice,Fairy,Special,80,100,12
Baby-Doll Eyes,Fairy,Status,-,100,20
Baton Pass,Normal,Status,-,101,20
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Calm Mind,Psychic,Status,-,101,20
Charge,Electric,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Charm,Fairy,Status,-,100,20
Copycat,Normal,Status,-,101,20
Covet,Normal,Physical,60,100,20
Curse,Ghost,Status,-,101,12
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Discharge,Electric,Special,80,100,16
Double-Edge,Normal,Physical,120,100,16
Eerie Impulse,Electric,Status,-,100,16
Electric Terrain,Electric,Status,-,101,12
Electro Ball,Electric,Special,1,100,12
Electroweb,Electric,Special,55,95,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
False Swipe,Normal,Physical,40,100,20
Flail,Normal,Physical,1,100,16
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Last Resort,Normal,Physical,140,100,8
Light Screen,Psychic,Status,-,101,20
Metal Sound,Steel,Status,-,85,20
Mud-Slap,Ground,Special,20,100,12
Pin Missile,Bug,Physical,25,95,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rising Voltage,Electric,Special,70,100,20
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Thunder,Electric,Special,110,70,12
Thunder Fang,Electric,Physical,65,95,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Tickle,Normal,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Volt Switch,Electric,Special,70,100,20
Weather Ball,Normal,Special,50,100,12
Wild Charge,Electric,Physical,90,100,16
Wish,Normal,Status,-,101,12
Yawn,Normal,Status,-,101,12
