move_name,type,category,power,accuracy,pp
Ally Switch,Psychic,Status,-,101,16
Amnesia,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Body Press,Fighting,Physical,80,100,12
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Calm Mind,Psychic,Status,-,101,20
Confuse Ray,Ghost,Status,-,100,12
Crafty Shield,Fairy,Status,-,101,12
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Destiny Bond,Ghost,Status,-,101,8
Disable,Normal,Status,-,100,20
Dragon Pulse,Dragon,Special,85,100,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Guard Split,Psychic,Status,-,101,12
Guard Swap,Psychic,Status,-,101,12
Haze,Ice,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Imprison,Psychic,Status,-,101,12
Iron Defense,Steel,Status,-,101,16
Mean Look,Normal,Status,-,101,8
Memento,Dark,Status,-,100,12
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Payback,Dark,Physical,50,100,12
Phantom Force,Ghost,Physical,90,100,12
Poltergeist,Ghost,Physical,110,90,8
Power Split,Psychic,Status,-,101,12
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sand Tomb,Ground,Physical,35,85,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Self-Destruct,Normal,Physical,200,100,8
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Punch,Ghost,Physical,60,101,20
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Toxic Spikes,Poison,Status,-,101,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Will-O-Wisp,Fire,Status,-,85,16
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
