move_name,type,category,power,accuracy,pp
Ancient Power,Rock,Special,60,100,8
Aurora Veil,Ice,Status,-,101,20
Avalanche,Ice,Physical,60,100,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Giga Impact,Normal,Physical,150,90,8
Gyro Ball,Steel,Physical,1,100,8
Hard Press,Steel,Physical,1,100,12
Heavy Slam,Steel,Physical,1,100,12
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Ice Spinner,Ice,Physical,80,100,16
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Meteor Beam,Rock,Special,120,90,12
Mirror Coat,Psychic,Special,1,100,20
Mountain Gale,Ice,Physical,120,85,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rapid Spin,Normal,Physical,50,100,20
Recover,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Snowscape,Ice,Status,-,101,8
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Wide Guard,Rock,Status,-,101,12
