move_name,type,category,power,accuracy,pp
Charge Beam,Electric,Special,50,90,12
Confuse Ray,Ghost,Status,-,100,12
Dazzling Gleam,Fairy,Special,80,100,12
Electro Ball,Electric,Special,1,100,12
Endure,Normal,Status,-,101,12
Flash Cannon,Steel,Special,80,100,12
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Heavy Slam,Steel,Physical,1,100,12
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Iron Head,Steel,Physical,80,100,16
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Make It Rain,Steel,Special,120,95,8
Memento,Dark,Status,-,100,12
Metal Sound,Steel,Status,-,85,20
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Poltergeist,Ghost,Physical,110,90,8
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psyshock,Psychic,Special,80,100,12
Recover,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Sandstorm,Rock,Status,-,101,8
Shadow Ball,Ghost,Special,80,100,16
Shadow Punch,Ghost,Physical,60,101,20
Sleep Talk,Normal,Status,-,101,12
Steel Beam,Steel,Special,140,95,8
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunderbolt,Electric,Special,90,100,16
Trick,Psychic,Status,-,100,12
