move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Baton Pass,Normal,Status,-,101,20
Bite,Dark,Physical,60,100,20
Body Press,Fighting,Physical,80,100,12
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Charge,Electric,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Charm,Fairy,Status,-,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Crunch,Dark,Physical,80,100,16
Dig,Ground,Physical,80,100,12
Discharge,Electric,Special,80,100,16
Double Shock,Electric,Physical,120,100,8
Double-Edge,Normal,Physical,120,100,16
Eerie Impulse,Electric,Status,-,100,16
Electric Terrain,Electric,Status,-,101,12
Electro Ball,Electric,Special,1,100,12
Electroweb,Electric,Special,55,95,16
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Knock Off,Dark,Physical,65,100,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mach Punch,Fighting,Physical,40,100,20
Nuzzle,Electric,Physical,20,100,20
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Revival Blessing,Normal,Status,-,101,1
Rock Tomb,Rock,Physical,60,95,16
Seed Bomb,Grass,Physical,80,100,16
Sleep Talk,Normal,Status,-,101,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Supercell Slam,Electric,Physical,100,95,16
Sweet Kiss,Fairy,Status,-,75,12
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder,Electric,Special,110,70,12
Thunder Fang,Electric,Physical,65,95,16
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Upper Hand,Fighting,Physical,65,100,16
Volt Switch,Electric,Special,70,100,20
Wild Charge,Electric,Physical,90,100,16
Wish,Normal,Status,-,101,8
