move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Aqua Tail,Water,Physical,90,90,12
Avalanche,Ice,Physical,60,100,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Bulldoze,Ground,Physical,60,100,20
Crunch,Dark,Physical,80,100,16
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Focus Energy,Normal,Status,-,101,20
Freeze-Dry,Ice,Special,70,100,20
Frost Breath,Ice,Special,60,90,12
Giga Impact,Normal,Physical,150,90,8
Glaive Rush,Dragon,Physical,120,100,8
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Ice Shard,Ice,Physical,40,100,20
Icicle Crash,Ice,Physical,85,90,12
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Iron Head,Steel,Physical,80,100,16
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Snowscape,Ice,Status,-,101,8
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Swords Dance,Normal,Status,-,101,20
Thunder Fang,Electric,Physical,65,95,16
Zen Headbutt,Psychic,Physical,80,90,16
