move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Aura Sphere,Fighting,Special,80,101,20
Baton Pass,Normal,Status,-,101,20
Brave Bird,Flying,Physical,120,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bullet Seed,Grass,Physical,25,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Confuse Ray,Ghost,Status,-,100,12
Defog,Flying,Status,-,101,16
Double Team,Normal,Status,-,101,16
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Leaf Storm,Grass,Special,130,90,8
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Pluck,Flying,Physical,60,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Tomb,Rock,Physical,60,95,16
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Seed Bomb,Grass,Physical,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Tailwind,Flying,Status,-,101,16
Taunt,Dark,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Triple Arrows,Fighting,Physical,90,100,12
U-turn,Bug,Physical,70,100,20
Upper Hand,Fighting,Physical,65,100,16
