move_name,type,category,power,accuracy,pp
Acid Spray,Poison,Special,40,100,20
Acrobatics,Flying,Physical,55,100,16
Agility,Psychic,Status,-,101,20
Beat Up,Dark,Physical,1,100,12
Belch,Poison,Special,120,90,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Burning Jealousy,Fire,Special,70,100,8
Corrosive Gas,Poison,Status,-,100,20
Cross Poison,Poison,Physical,70,100,20
Disable,Normal,Status,-,100,20
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Lash,Fire,Physical,90,100,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Fling,Dark,Physical,1,100,12
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Leech Life,Bug,Physical,80,100,12
Mud-Slap,Ground,Special,20,100,12
Nasty Plot,Dark,Status,-,101,20
Overheat,Fire,Special,130,90,8
Payback,Dark,Physical,50,100,12
Poison Fang,Poison,Physical,50,100,16
Poison Jab,Poison,Physical,80,100,20
Poison Tail,Poison,Physical,50,100,20
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Shadow Claw,Ghost,Physical,70,100,16
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Snore,Normal,Special,50,100,16
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Sweet Scent,Normal,Status,-,100,20
Taunt,Dark,Status,-,100,20
Temper Flare,Fire,Physical,75,100,12
Thief,Dark,Physical,60,100,20
Thunder Wave,Electric,Status,-,90,20
Torment,Dark,Status,-,100,16
Toxic,Poison,Status,-,90,12
Toxic Spikes,Poison,Status,-,101,20
Trailblaze,Grass,Physical,50,100,20
Venoshock,Poison,Special,65,100,12
Will-O-Wisp,Fire,Status,-,85,16
