move_name,type,category,power,accuracy,pp
Amnesia,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Bite,Dark,Physical,60,100,20
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Double-Edge,Normal,Physical,120,100,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Hard Press,Steel,Physical,1,100,12
Headlong Rush,Ground,Physical,120,100,8
Heavy Slam,Steel,Physical,1,100,12
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Light Screen,Psychic,Status,-,101,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sand Tomb,Ground,Physical,35,85,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Scorching Sands,Ground,Special,70,100,12
Seed Bomb,Grass,Physical,80,100,16
Shell Smash,Normal,Status,-,101,16
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spit Up,Normal,Special,1,100,12
Stealth Rock,Rock,Status,-,101,20
Stockpile,Normal,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swallow,Normal,Status,-,101,12
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Thrash,Normal,Physical,120,100,12
Tickle,Normal,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Wide Guard,Rock,Status,-,101,12
Wood Hammer,Grass,Physical,120,100,16
Worry Seed,Grass,Status,-,100,12
Zen Headbutt,Psychic,Physical,80,90,16
