move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Attract,Normal,Status,-,100,16
Bind,Normal,Physical,15,85,20
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bug Bite,Bug,Physical,60,100,20
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Circle Throw,Fighting,Physical,60,90,12
Close Combat,Fighting,Physical,120,100,8
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Double Hit,Normal,Physical,35,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Flail,Normal,Physical,1,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Guillotine,Normal,Physical,1,30,8
Hard Press,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Lunge,Bug,Physical,80,100,16
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Seismic Toss,Fighting,Physical,1,100,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stone Edge,Rock,Physical,100,80,8
Storm Throw,Fighting,Physical,60,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swords Dance,Normal,Status,-,101,20
Thief,Dark,Physical,60,100,20
Thrash,Normal,Physical,120,100,12
Throat Chop,Dark,Physical,80,100,16
X-Scissor,Bug,Physical,80,100,16
