move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Alluring Voice,Fairy,Special,80,100,12
Body Slam,Normal,Physical,85,100,16
Brave Bird,Flying,Physical,120,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Bulldoze,Ground,Physical,60,100,20
Cotton Guard,Grass,Status,-,101,12
Dazzling Gleam,Fairy,Special,80,100,12
Defog,Flying,Status,-,101,16
Double-Edge,Normal,Physical,120,100,16
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dual Wingbeat,Flying,Physical,40,90,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Fire Blast,Fire,Special,110,85,8
Fire Spin,Fire,Special,35,85,16
Flamethrower,Fire,Special,90,100,16
Fly,Flying,Physical,90,95,16
Giga Impact,Normal,Physical,150,90,8
Haze,Ice,Status,-,101,20
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Moonblast,Fairy,Special,95,100,16
Outrage,Dragon,Physical,120,100,12
Perish Song,Normal,Status,-,101,8
Play Rough,Fairy,Physical,90,90,12
Pluck,Flying,Physical,60,100,20
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sing,Normal,Status,-,55,16
Sky Attack,Flying,Physical,140,90,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Solar Beam,Grass,Special,120,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Tailwind,Flying,Status,-,101,16
Thief,Dark,Physical,60,100,20
Trailblaze,Grass,Physical,50,100,20
Uproar,Normal,Special,90,100,12
Weather Ball,Normal,Special,50,100,12
Will-O-Wisp,Fire,Status,-,85,16
Wonder Room,Psychic,Status,-,101,12
