move_name,type,category,power,accuracy,pp
Aqua Ring,Water,Status,-,101,20
Attract,Normal,Status,-,100,16
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Bug Bite,Bug,Physical,60,100,20
Bug Buzz,Bug,Special,90,100,12
Chilling Water,Water,Special,50,100,20
Crunch,Dark,Physical,80,100,16
Dive,Water,Physical,80,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Infestation,Bug,Special,20,100,20
Iron Defense,Steel,Status,-,101,16
Leech Life,Bug,Physical,80,100,12
Liquidation,Water,Physical,85,100,12
Lunge,Bug,Physical,80,100,16
Magic Room,Psychic,Status,-,101,12
Mirror Coat,Psychic,Special,1,100,20
Poison Jab,Poison,Physical,80,100,20
Pounce,Bug,Physical,50,100,20
Power Split,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Soak,Water,Status,-,100,20
Spit Up,Normal,Special,1,100,12
Sticky Web,Bug,Status,-,101,20
Stockpile,Normal,Status,-,101,20
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Wide Guard,Rock,Status,-,101,12
Wonder Room,Psychic,Status,-,101,12
X-Scissor,Bug,Physical,80,100,16
