move_name,type,category,power,accuracy,pp
Aurora Veil,Ice,Status,-,101,20
Avalanche,Ice,Physical,60,100,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Block,Normal,Status,-,101,8
Body Slam,Normal,Physical,85,100,16
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Confuse Ray,Ghost,Status,-,100,12
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Destiny Bond,Ghost,Status,-,101,8
Disable,Normal,Status,-,100,20
Double Team,Normal,Status,-,101,16
Draining Kiss,Fairy,Special,50,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fling,Dark,Physical,1,100,12
Frost Breath,Ice,Special,60,90,12
Giga Impact,Normal,Physical,150,90,8
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Ice Punch,Ice,Physical,75,100,16
Ice Shard,Ice,Physical,40,100,20
Ice Spinner,Ice,Physical,80,100,16
Icicle Crash,Ice,Physical,85,90,12
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Phantom Force,Ghost,Physical,90,100,12
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scary Face,Normal,Status,-,100,12
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Spikes,Ground,Status,-,101,20
Spite,Ghost,Status,-,100,12
Substitute,Normal,Status,-,101,12
Switcheroo,Dark,Status,-,100,12
Taunt,Dark,Status,-,100,20
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Triple Axel,Ice,Physical,20,90,12
Water Pulse,Water,Special,60,100,20
Weather Ball,Normal,Special,50,100,12
Will-O-Wisp,Fire,Status,-,85,16
