move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Baton Pass,Normal,Status,-,101,20
Brave Bird,Flying,Physical,120,100,16
Bullet Seed,Grass,Physical,25,100,20
Confuse Ray,Ghost,Status,-,100,12
Curse,Ghost,Status,-,101,12
Defog,Flying,Status,-,101,16
Double Team,Normal,Status,-,101,16
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hurricane,Flying,Special,110,70,12
Hyper Beam,Normal,Special,150,90,8
Imprison,Psychic,Status,-,101,12
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Leaf Storm,Grass,Special,130,90,8
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Phantom Force,Ghost,Physical,90,100,12
Pluck,Flying,Physical,60,100,20
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Psycho Cut,Psychic,Physical,70,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Solar Blade,Grass,Physical,125,100,12
Spirit Shackle,Ghost,Physical,90,100,12
Spite,Ghost,Status,-,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Tailwind,Flying,Status,-,101,16
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
