move_name,type,category,power,accuracy,pp
Acid Spray,Poison,Special,40,100,20
Amnesia,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Beat Up,Dark,Physical,1,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Drain Punch,Fighting,Physical,75,100,12
Dynamic Punch,Fighting,Physical,100,50,8
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Head Smash,Rock,Physical,150,80,8
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Outrage,Dragon,Physical,120,100,12
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Smack Down,Rock,Physical,50,100,16
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Swagger,Normal,Status,-,85,16
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Torment,Dark,Status,-,100,16
Trailblaze,Grass,Physical,50,100,20
Upper Hand,Fighting,Physical,65,100,16
Uproar,Normal,Special,90,100,12
Zen Headbutt,Psychic,Physical,80,90,16
