move_name,type,category,power,accuracy,pp
Baby-Doll Eyes,Fairy,Status,-,100,20
Beat Up,Dark,Physical,1,100,12
Bulk Up,Fighting,Status,-,101,20
Burning Jealousy,Fire,Special,70,100,8
Charm,Fairy,Status,-,100,20
Confuse Ray,Ghost,Status,-,100,12
Copycat,Normal,Status,-,101,20
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Dazzling Gleam,Fairy,Special,80,100,12
Destiny Bond,Ghost,Status,-,101,8
Double Team,Normal,Status,-,101,16
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Hex,Ghost,Special,65,100,12
Hone Claws,Dark,Status,-,101,16
Hyper Beam,Normal,Special,150,90,8
Leech Life,Bug,Physical,80,100,12
Light Screen,Psychic,Status,-,101,20
Magic Room,Psychic,Status,-,101,12
Misty Terrain,Fairy,Status,-,101,12
Night Shade,Ghost,Special,1,100,16
Night Slash,Dark,Physical,70,100,20
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Phantom Force,Ghost,Physical,90,100,12
Play Rough,Fairy,Physical,90,90,12
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Screech,Normal,Status,-,85,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Splash,Normal,Status,-,101,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Will-O-Wisp,Fire,Status,-,85,16
Wood Hammer,Grass,Physical,120,100,16
X-Scissor,Bug,Physical,80,100,16
