move_name,type,category,power,accuracy,pp
Astonish,Ghost,Physical,30,100,16
Avalanche,Ice,Physical,60,100,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Block,Normal,Status,-,101,8
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Disable,Normal,Status,-,100,20
Double Team,Normal,Status,-,101,16
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Explosion,Normal,Physical,250,100,8
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Foul Play,Dark,Physical,95,100,16
Freeze-Dry,Ice,Special,70,100,20
Frost Breath,Ice,Special,60,90,12
Giga Impact,Normal,Physical,150,90,8
Gyro Ball,Steel,Physical,1,100,8
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Ice Shard,Ice,Physical,40,100,20
Ice Spinner,Ice,Physical,80,100,16
Icicle Crash,Ice,Physical,85,90,12
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Iron Head,Steel,Physical,80,100,16
Light Screen,Psychic,Status,-,101,20
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rollout,Rock,Physical,30,90,20
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Self-Destruct,Normal,Physical,200,100,8
Shadow Ball,Ghost,Special,80,100,16
Sheer Cold,Ice,Special,1,30,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Spikes,Ground,Status,-,101,20
Spite,Ghost,Status,-,100,12
Steel Roller,Steel,Physical,130,100,8
Substitute,Normal,Status,-,101,12
Switcheroo,Dark,Status,-,100,12
Taunt,Dark,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Water Pulse,Water,Special,60,100,20
Weather Ball,Normal,Special,50,100,12
