move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Ally Switch,Psychic,Status,-,101,16
Attract,Normal,Status,-,100,16
Avalanche,Ice,Physical,60,100,12
Baton Pass,Normal,Status,-,101,20
Blizzard,Ice,Special,110,70,8
Block,Normal,Status,-,101,8
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Calm Mind,Psychic,Status,-,101,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Confuse Ray,Ghost,Status,-,100,12
Copycat,Normal,Status,-,101,20
Dazzling Gleam,Fairy,Special,80,100,12
Drain Punch,Fighting,Physical,75,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Foul Play,Dark,Physical,95,100,16
Freeze-Dry,Ice,Special,70,100,20
Frost Breath,Ice,Special,60,90,12
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Guard Swap,Psychic,Status,-,101,12
Hail,Ice,Status,-,101,12
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Ice Shard,Ice,Physical,40,100,20
Ice Spinner,Ice,Physical,80,100,16
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Iron Defense,Steel,Status,-,101,16
Light Screen,Psychic,Status,-,101,20
Magic Room,Psychic,Status,-,101,12
Mega Kick,Normal,Physical,120,75,8
Mirror Coat,Psychic,Special,1,100,20
Misty Terrain,Fairy,Status,-,101,12
Nasty Plot,Dark,Status,-,101,20
Payback,Dark,Physical,50,100,12
Power Split,Psychic,Status,-,101,12
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Rapid Spin,Normal,Physical,50,100,20
Recycle,Normal,Status,-,101,12
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Role Play,Psychic,Status,-,101,12
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Screech,Normal,Status,-,85,20
Shadow Ball,Ghost,Special,80,100,16
Sheer Cold,Ice,Special,1,30,8
Skill Swap,Psychic,Status,-,101,12
Slack Off,Normal,Status,-,101,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Solar Beam,Grass,Special,120,100,12
Stomping Tantrum,Ground,Physical,75,100,12
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Taunt,Dark,Status,-,100,20
Teeter Dance,Normal,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Tickle,Normal,Status,-,100,20
Torment,Dark,Status,-,100,16
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Triple Axel,Ice,Physical,20,90,12
Uproar,Normal,Special,90,100,12
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
