pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Simipour,226,move,1,Ice Beam,62.5%,,,,,,,,,43214.88
Simipour,226,move,2,Focus Blast,39.1%,,,,,,,,,43214.88
Simipour,226,move,3,Hydro Pump,35.7%,,,,,,,,,43214.88
Simipour,226,move,4,Scald,33.8%,,,,,,,,,43214.88
Simipour,226,move,5,Fake Out,32.8%,,,,,,,,,43214.88
Simipour,226,move,6,Grass Knot,22.8%,,,,,,,,,43222.52
Simipour,226,move,7,Surf,20.8%,,,,,,,,,43222.52
Simipour,226,move,8,Flip Turn,19.7%,,,,,,,,,43222.52
Simipour,226,move,9,Ice Punch,11.7%,,,,,,,,,43222.52
Simipour,226,move,10,Liquidation,1.1%,,,,,,,,,43222.52
Simipour,226,held_item,1,Focus Sash,28.6%,,,,,,,,,43229.45
Simipour,226,held_item,2,Choice Scarf,20.3%,,,,,,,,,43229.45
Simipour,226,held_item,3,Life Orb,13.2%,,,,,,,,,43229.45
Simipour,226,held_item,4,Sitrus Berry,8.9%,,,,,,,,,43229.45
Simipour,226,held_item,5,Mystic Water,7.7%,,,,,,,,,43229.45
Simipour,226,held_item,6,Expert Belt,3.8%,,,,,,,,,43236.80
Simipour,226,held_item,7,Black Belt,2.5%,,,,,,,,,43236.80
Simipour,226,held_item,8,Lum Berry,2.4%,,,,,,,,,43236.80
Simipour,226,held_item,9,Quick Claw,1.8%,,,,,,,,,43236.80
Simipour,226,held_item,10,King's Rock,1.6%,,,,,,,,,43236.80
Simipour,226,teammate,1,Simisear,,,,,,,,,,43243.37
Simipour,226,teammate,2,Simisage,,,,,,,,,,43243.37
Simipour,226,teammate,3,Garchomp,,,,,,,,,,43243.37
Simipour,226,teammate,4,Blaziken,,,,,,,,,,43243.37
Simipour,226,teammate,5,Archaludon,,,,,,,,,,43243.37
Simipour,226,teammate,6,Metagross,,,,,,,,,,43246.36
Simipour,226,teammate,7,Raichu,,,,,,,,,,43246.36
Simipour,226,teammate,8,Basculegion Male,,,,,,,,,,43246.36
Simipour,226,teammate,9,Mimikyu,,,,,,,,,,43246.36
Simipour,226,teammate,10,Gengar,,,,,,,,,,43246.36
Simipour,226,stat_alignment,1,Timid,38.2%,Speed,Attack,,,,,,,43248.49
Simipour,226,stat_alignment,2,Modest,29.8%,Sp. Atk,Attack,,,,,,,43248.49
Simipour,226,stat_alignment,3,Jolly,8.8%,Speed,Sp. Atk,,,,,,,43248.49
Simipour,226,stat_alignment,4,Adamant,7.5%,Attack,Sp. Atk,,,,,,,43248.49
Simipour,226,stat_alignment,5,Naive,6.1%,Speed,Sp. Def,,,,,,,43248.49
Simipour,226,stat_alignment,6,Hasty,2.7%,Speed,Defense,,,,,,,43251.61
Simipour,226,stat_alignment,7,Bold,1.9%,Defense,Attack,,,,,,,43251.61
Simipour,226,stat_alignment,8,Mild,1.5%,Sp. Atk,Defense,,,,,,,43251.61
Simipour,226,stat_alignment,9,Relaxed,1.4%,Defense,Speed,,,,,,,43251.61
Simipour,226,stat_alignment,10,Rash,0.8%,Sp. Atk,Sp. Def,,,,,,,43251.61
Simipour,226,stat_points,1,,34.7%,,,2,0,0,32,0,32,43253.87
Simipour,226,stat_points,2,,8.2%,,,1,0,1,32,0,32,43253.87
Simipour,226,stat_points,3,,7.1%,,,0,0,2,32,0,32,43253.87
Simipour,226,stat_points,4,,4.8%,,,0,0,0,32,2,32,43253.87
Simipour,226,stat_points,5,,4.4%,,,0,32,0,0,2,32,43253.87
Simipour,226,stat_points,6,,2.6%,,,2,32,0,0,0,32,43275.88
Simipour,226,stat_points,7,,2.5%,,,31,32,0,0,1,2,43275.88
Simipour,226,stat_points,8,,2.5%,,,0,2,0,32,0,32,43275.88
Simipour,226,ability,1,Torrent,90.1%,,,,,,,,,43289.72
Simipour,226,ability,2,Gluttony,9.9%,,,,,,,,,43289.72
