pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Incineroar,83,move,1,Parting Shot,79.7%,,,,,,,,,29664.52
Incineroar,83,move,2,Flare Blitz,74.7%,,,,,,,,,29664.52
Incineroar,83,move,3,Darkest Lariat,72.2%,,,,,,,,,29664.52
Incineroar,83,move,4,Fake Out,47.1%,,,,,,,,,29664.52
Incineroar,83,move,5,Will-O-Wisp,36.6%,,,,,,,,,29664.52
Incineroar,83,move,6,Taunt,16.4%,,,,,,,,,29668.93
Incineroar,83,move,7,Drain Punch,7.5%,,,,,,,,,29668.93
Incineroar,83,move,8,Throat Chop,7.4%,,,,,,,,,29668.93
Incineroar,83,move,9,Close Combat,5.6%,,,,,,,,,29668.93
Incineroar,83,move,10,Bulk Up,4.9%,,,,,,,,,29668.93
Incineroar,83,held_item,1,Sitrus Berry,53.3%,,,,,,,,,29672.51
Incineroar,83,held_item,2,Leftovers,19.2%,,,,,,,,,29672.51
Incineroar,83,held_item,3,Chople Berry,3.8%,,,,,,,,,29672.51
Incineroar,83,held_item,4,Quick Claw,3.0%,,,,,,,,,29672.51
Incineroar,83,held_item,5,Shuca Berry,2.4%,,,,,,,,,29672.51
Incineroar,83,held_item,6,Focus Sash,2.1%,,,,,,,,,29679.90
Incineroar,83,held_item,7,Life Orb,1.9%,,,,,,,,,29679.90
Incineroar,83,held_item,8,Lum Berry,1.5%,,,,,,,,,29679.90
Incineroar,83,held_item,9,Expert Belt,1.4%,,,,,,,,,29679.90
Incineroar,83,held_item,10,Choice Scarf,1.3%,,,,,,,,,29679.90
Incineroar,83,teammate,1,Garchomp,,,,,,,,,,29686.38
Incineroar,83,teammate,2,Meowscarada,,,,,,,,,,29686.38
Incineroar,83,teammate,3,Mimikyu,,,,,,,,,,29686.38
Incineroar,83,teammate,4,Metagross,,,,,,,,,,29686.38
Incineroar,83,teammate,5,Archaludon,,,,,,,,,,29686.38
Incineroar,83,teammate,6,Primarina,,,,,,,,,,29689.30
Incineroar,83,teammate,7,Raichu,,,,,,,,,,29689.30
Incineroar,83,teammate,8,Basculegion Male,,,,,,,,,,29689.30
Incineroar,83,teammate,9,Staraptor,,,,,,,,,,29689.30
Incineroar,83,teammate,10,Dragonite,,,,,,,,,,29689.30
Incineroar,83,stat_alignment,1,Adamant,32.4%,Attack,Sp. Atk,,,,,,,29691.34
Incineroar,83,stat_alignment,2,Impish,26.7%,Defense,Sp. Atk,,,,,,,29691.34
Incineroar,83,stat_alignment,3,Careful,21.7%,Sp. Def,Sp. Atk,,,,,,,29691.34
Incineroar,83,stat_alignment,4,Relaxed,6.2%,Defense,Speed,,,,,,,29691.34
Incineroar,83,stat_alignment,5,Jolly,4.4%,Speed,Sp. Atk,,,,,,,29691.34
Incineroar,83,stat_alignment,6,Brave,2.7%,Attack,Speed,,,,,,,29694.39
Incineroar,83,stat_alignment,7,Sassy,2.6%,Sp. Def,Speed,,,,,,,29694.39
Incineroar,83,stat_alignment,8,Naughty,0.8%,Attack,Sp. Def,,,,,,,29694.39
Incineroar,83,stat_alignment,9,Bold,0.5%,Defense,Attack,,,,,,,29694.39
Incineroar,83,stat_alignment,10,Lonely,0.4%,Attack,Defense,,,,,,,29694.39
Incineroar,83,stat_points,1,,11.3%,,,32,0,32,0,2,0,29697.58
Incineroar,83,stat_points,2,,5.7%,,,32,32,2,0,0,0,29697.58
Incineroar,83,stat_points,3,,4.9%,,,32,0,2,0,32,0,29697.58
Incineroar,83,stat_points,4,,3.5%,,,32,32,0,0,2,0,29697.58
Incineroar,83,stat_points,5,,3.2%,,,31,0,17,0,18,0,29697.58
Incineroar,83,stat_points,6,,2.7%,,,32,2,32,0,0,0,29719.76
Incineroar,83,stat_points,7,,2.1%,,,32,0,17,0,17,0,29719.76
Incineroar,83,stat_points,8,,1.8%,,,32,0,4,0,20,0,29719.76
Incineroar,83,ability,1,Intimidate,97.9%,,,,,,,,,29733.76
Incineroar,83,ability,2,Blaze,2.1%,,,,,,,,,29733.76
