pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Garbodor,223,move,1,Explosion,45.5%,,,,,,,,,20798.65
Garbodor,223,move,2,Protect,37.9%,,,,,,,,,20798.65
Garbodor,223,move,3,Gunk Shot,37.8%,,,,,,,,,20798.65
Garbodor,223,move,4,Poison Jab,30.3%,,,,,,,,,20798.65
Garbodor,223,move,5,Drain Punch,26.7%,,,,,,,,,20798.65
Garbodor,223,move,6,Stomping Tantrum,22.2%,,,,,,,,,20804.37
Garbodor,223,move,7,Toxic,17.3%,,,,,,,,,20804.37
Garbodor,223,move,8,Haze,14.3%,,,,,,,,,20804.37
Garbodor,223,move,9,Rock Blast,13.0%,,,,,,,,,20804.37
Garbodor,223,move,10,Toxic Spikes,11.9%,,,,,,,,,20804.37
Garbodor,223,held_item,1,Sitrus Berry,18.3%,,,,,,,,,20808.80
Garbodor,223,held_item,2,Leftovers,12.8%,,,,,,,,,20808.80
Garbodor,223,held_item,3,Life Orb,10.1%,,,,,,,,,20808.80
Garbodor,223,held_item,4,White Herb,6.0%,,,,,,,,,20808.80
Garbodor,223,held_item,5,Focus Sash,5.7%,,,,,,,,,20808.80
Garbodor,223,held_item,6,King's Rock,5.0%,,,,,,,,,20816.15
Garbodor,223,held_item,7,Poison Barb,4.0%,,,,,,,,,20816.15
Garbodor,223,held_item,8,Choice Scarf,3.7%,,,,,,,,,20816.15
Garbodor,223,held_item,9,Quick Claw,3.4%,,,,,,,,,20816.15
Garbodor,223,held_item,10,Silk Scarf,2.8%,,,,,,,,,20816.15
Garbodor,223,teammate,1,Gengar,,,,,,,,,,20822.73
Garbodor,223,teammate,2,Froslass,,,,,,,,,,20822.73
Garbodor,223,teammate,3,Farigiraf,,,,,,,,,,20822.73
Garbodor,223,teammate,4,Whimsicott,,,,,,,,,,20822.73
Garbodor,223,teammate,5,Mamoswine,,,,,,,,,,20822.73
Garbodor,223,teammate,6,Leafeon,,,,,,,,,,20825.75
Garbodor,223,teammate,7,Gliscor,,,,,,,,,,20825.75
Garbodor,223,teammate,8,Sinistcha,,,,,,,,,,20825.75
Garbodor,223,teammate,9,Incineroar,,,,,,,,,,20825.75
Garbodor,223,teammate,10,Gallade,,,,,,,,,,20825.75
Garbodor,223,stat_alignment,1,Adamant,43.2%,Attack,Sp. Atk,,,,,,,20827.91
Garbodor,223,stat_alignment,2,Brave,24.7%,Attack,Speed,,,,,,,20827.91
Garbodor,223,stat_alignment,3,Jolly,9.0%,Speed,Sp. Atk,,,,,,,20827.91
Garbodor,223,stat_alignment,4,Impish,6.6%,Defense,Sp. Atk,,,,,,,20827.91
Garbodor,223,stat_alignment,5,Bold,3.1%,Defense,Attack,,,,,,,20827.91
Garbodor,223,stat_alignment,6,Sassy,2.8%,Sp. Def,Speed,,,,,,,20831.01
Garbodor,223,stat_alignment,7,Calm,2.6%,Sp. Def,Attack,,,,,,,20831.01
Garbodor,223,stat_alignment,8,Relaxed,2.4%,Defense,Speed,,,,,,,20831.01
Garbodor,223,stat_alignment,9,Careful,1.9%,Sp. Def,Sp. Atk,,,,,,,20831.01
Garbodor,223,stat_alignment,10,Naughty,0.8%,Attack,Sp. Def,,,,,,,20831.01
Garbodor,223,stat_points,1,,19.5%,,,2,32,32,0,0,0,20833.26
Garbodor,223,stat_points,2,,10.1%,,,32,32,2,0,0,0,20833.26
Garbodor,223,stat_points,3,,8.2%,,,32,32,0,0,2,0,20833.26
Garbodor,223,stat_points,4,,5.7%,,,2,32,0,0,0,32,20833.26
Garbodor,223,stat_points,5,,5.0%,,,0,32,2,0,0,32,20833.26
Garbodor,223,stat_points,6,,2.7%,,,0,32,0,0,2,32,20855.35
Garbodor,223,stat_points,7,,2.6%,,,16,32,18,0,0,0,20855.35
Garbodor,223,stat_points,8,,2.4%,,,2,32,0,0,32,0,20855.35
Garbodor,223,ability,1,Aftermath,56.9%,,,,,,,,,20869.29
Garbodor,223,ability,2,Weak Armor,23.7%,,,,,,,,,20869.29
Garbodor,223,ability,3,Stench,19.4%,,,,,,,,,20869.29
