pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Maushold Family of Four,25,move,1,Follow Me,87.6%,,,,,,,,,2199.41
Maushold Family of Four,25,move,2,Protect,79.7%,,,,,,,,,2199.41
Maushold Family of Four,25,move,3,Population Bomb,56.6%,,,,,,,,,2199.41
Maushold Family of Four,25,move,4,Feint,38.2%,,,,,,,,,2199.41
Maushold Family of Four,25,move,5,Super Fang,34.7%,,,,,,,,,2199.41
Maushold Family of Four,25,move,6,Taunt,22.3%,,,,,,,,,2203.84
Maushold Family of Four,25,move,7,Encore,17.7%,,,,,,,,,2203.84
Maushold Family of Four,25,move,8,Helping Hand,11.7%,,,,,,,,,2203.84
Maushold Family of Four,25,move,9,Beat Up,10.7%,,,,,,,,,2203.84
Maushold Family of Four,25,move,10,Rain Dance,5.2%,,,,,,,,,2203.84
Maushold Family of Four,25,held_item,1,Wide Lens,44.3%,,,,,,,,,2207.88
Maushold Family of Four,25,held_item,2,Chople Berry,24.9%,,,,,,,,,2207.88
Maushold Family of Four,25,held_item,3,Focus Sash,17.8%,,,,,,,,,2207.88
Maushold Family of Four,25,held_item,4,Sitrus Berry,4.7%,,,,,,,,,2207.88
Maushold Family of Four,25,held_item,5,King's Rock,3.1%,,,,,,,,,2207.88
Maushold Family of Four,25,held_item,6,Silk Scarf,1.0%,,,,,,,,,2215.23
Maushold Family of Four,25,held_item,7,Leftovers,1.0%,,,,,,,,,2215.23
Maushold Family of Four,25,held_item,8,Bright Powder,0.6%,,,,,,,,,2215.23
Maushold Family of Four,25,held_item,9,Choice Scarf,0.6%,,,,,,,,,2215.23
Maushold Family of Four,25,held_item,10,Mental Herb,0.5%,,,,,,,,,2215.23
Maushold Family of Four,25,teammate,1,Sinistcha,,,,,,,,,,2221.71
Maushold Family of Four,25,teammate,2,Incineroar,,,,,,,,,,2221.71
Maushold Family of Four,25,teammate,3,Whimsicott,,,,,,,,,,2221.71
Maushold Family of Four,25,teammate,4,Basculegion Male,,,,,,,,,,2221.71
Maushold Family of Four,25,teammate,5,Sneasler,,,,,,,,,,2221.71
Maushold Family of Four,25,teammate,6,Kingambit,,,,,,,,,,2224.64
Maushold Family of Four,25,teammate,7,Garchomp,,,,,,,,,,2224.64
Maushold Family of Four,25,teammate,8,Blastoise,,,,,,,,,,2224.64
Maushold Family of Four,25,teammate,9,Delphox,,,,,,,,,,2224.64
Maushold Family of Four,25,teammate,10,Mawile,,,,,,,,,,2224.64
Maushold Family of Four,25,stat_alignment,1,Jolly,63.2%,Speed,Sp. Atk,,,,,,,2226.60
Maushold Family of Four,25,stat_alignment,2,Impish,13.1%,Defense,Sp. Atk,,,,,,,2226.60
Maushold Family of Four,25,stat_alignment,3,Timid,8.9%,Speed,Attack,,,,,,,2226.60
Maushold Family of Four,25,stat_alignment,4,Adamant,7.1%,Attack,Sp. Atk,,,,,,,2226.60
Maushold Family of Four,25,stat_alignment,5,Careful,2.4%,Sp. Def,Sp. Atk,,,,,,,2226.60
Maushold Family of Four,25,stat_alignment,6,Bold,2.0%,Defense,Attack,,,,,,,2229.63
Maushold Family of Four,25,stat_alignment,7,Brave,0.6%,Attack,Speed,,,,,,,2229.63
Maushold Family of Four,25,stat_alignment,8,Calm,0.6%,Sp. Def,Attack,,,,,,,2229.63
Maushold Family of Four,25,stat_alignment,9,Naive,0.5%,Speed,Sp. Def,,,,,,,2229.63
Maushold Family of Four,25,stat_alignment,10,Naughty,0.4%,Attack,Sp. Def,,,,,,,2229.63
Maushold Family of Four,25,stat_points,1,,35.0%,,,2,32,0,0,0,32,2231.73
Maushold Family of Four,25,stat_points,2,,11.0%,,,32,0,2,0,0,32,2231.73
Maushold Family of Four,25,stat_points,3,,8.2%,,,32,0,20,0,14,0,2231.73
Maushold Family of Four,25,stat_points,4,,4.0%,,,0,32,2,0,0,32,2231.73
Maushold Family of Four,25,stat_points,5,,3.5%,,,32,0,1,0,1,32,2231.73
Maushold Family of Four,25,stat_points,6,,1.6%,,,0,32,0,0,0,32,2254.03
Maushold Family of Four,25,stat_points,7,,1.1%,,,32,2,0,0,0,32,2254.03
Maushold Family of Four,25,stat_points,8,,1.0%,,,32,0,32,0,2,0,2254.03
Maushold Family of Four,25,ability,1,Friend Guard,55.2%,,,,,,,,,2267.98
Maushold Family of Four,25,ability,2,Technician,44.2%,,,,,,,,,2267.98
Maushold Family of Four,25,ability,3,Cheek Pouch,0.7%,,,,,,,,,2267.98
