pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Furfrou Natural Form,211,move,1,Cotton Guard,71.3%,,,,,,,,,42373.71
Furfrou Natural Form,211,move,2,Thunder Wave,38.3%,,,,,,,,,42373.71
Furfrou Natural Form,211,move,3,Roar,32.2%,,,,,,,,,42373.71
Furfrou Natural Form,211,move,4,Ice Fang,24.8%,,,,,,,,,42373.71
Furfrou Natural Form,211,move,5,Psychic Fangs,23.7%,,,,,,,,,42373.71
Furfrou Natural Form,211,move,6,Rest,19.6%,,,,,,,,,42378.22
Furfrou Natural Form,211,move,7,Last Resort,16.7%,,,,,,,,,42378.22
Furfrou Natural Form,211,move,8,Sucker Punch,16.5%,,,,,,,,,42378.22
Furfrou Natural Form,211,move,9,Fire Fang,15.6%,,,,,,,,,42378.22
Furfrou Natural Form,211,move,10,U-turn,15.1%,,,,,,,,,42378.22
Furfrou Natural Form,211,held_item,1,Leftovers,46.1%,,,,,,,,,42381.88
Furfrou Natural Form,211,held_item,2,Sitrus Berry,16.5%,,,,,,,,,42381.88
Furfrou Natural Form,211,held_item,3,Chople Berry,6.4%,,,,,,,,,42381.88
Furfrou Natural Form,211,held_item,4,Chesto Berry,6.1%,,,,,,,,,42381.88
Furfrou Natural Form,211,held_item,5,Silk Scarf,4.3%,,,,,,,,,42381.88
Furfrou Natural Form,211,held_item,6,Lum Berry,4.2%,,,,,,,,,42389.34
Furfrou Natural Form,211,held_item,7,Bright Powder,3.2%,,,,,,,,,42389.34
Furfrou Natural Form,211,held_item,8,Focus Sash,1.7%,,,,,,,,,42389.34
Furfrou Natural Form,211,held_item,9,Black Glasses,1.5%,,,,,,,,,42389.34
Furfrou Natural Form,211,held_item,10,King's Rock,1.4%,,,,,,,,,42389.34
Furfrou Natural Form,211,teammate,1,Garchomp,,,,,,,,,,42396.01
Furfrou Natural Form,211,teammate,2,Raichu,,,,,,,,,,42396.01
Furfrou Natural Form,211,teammate,3,Glimmora,,,,,,,,,,42396.01
Furfrou Natural Form,211,teammate,4,Maushold Family of Four,,,,,,,,,,42396.01
Furfrou Natural Form,211,teammate,5,Hisuian Zoroark,,,,,,,,,,42396.01
Furfrou Natural Form,211,teammate,6,Meowscarada,,,,,,,,,,42399.02
Furfrou Natural Form,211,teammate,7,Basculegion Male,,,,,,,,,,42399.02
Furfrou Natural Form,211,teammate,8,Clefable,,,,,,,,,,42399.02
Furfrou Natural Form,211,teammate,9,Gengar,,,,,,,,,,42399.02
Furfrou Natural Form,211,teammate,10,Ditto,,,,,,,,,,42399.02
Furfrou Natural Form,211,stat_alignment,1,Impish,46.8%,Defense,Sp. Atk,,,,,,,42401.14
Furfrou Natural Form,211,stat_alignment,2,Adamant,17.7%,Attack,Sp. Atk,,,,,,,42401.14
Furfrou Natural Form,211,stat_alignment,3,Jolly,10.3%,Speed,Sp. Atk,,,,,,,42401.14
Furfrou Natural Form,211,stat_alignment,4,Careful,8.8%,Sp. Def,Sp. Atk,,,,,,,42401.14
Furfrou Natural Form,211,stat_alignment,5,Bold,4.6%,Defense,Attack,,,,,,,42401.14
Furfrou Natural Form,211,stat_alignment,6,Relaxed,2.5%,Defense,Speed,,,,,,,42404.28
Furfrou Natural Form,211,stat_alignment,7,Calm,2.3%,Sp. Def,Attack,,,,,,,42404.28
Furfrou Natural Form,211,stat_alignment,8,Timid,1.2%,Speed,Attack,,,,,,,42404.28
Furfrou Natural Form,211,stat_alignment,9,Modest,1.0%,Sp. Atk,Attack,,,,,,,42404.28
Furfrou Natural Form,211,stat_alignment,10,Sassy,0.8%,Sp. Def,Speed,,,,,,,42404.28
Furfrou Natural Form,211,stat_points,1,,21.1%,,,32,0,32,0,2,0,42406.57
Furfrou Natural Form,211,stat_points,2,,6.4%,,,32,2,32,0,0,0,42406.57
Furfrou Natural Form,211,stat_points,3,,5.9%,,,32,0,32,0,0,2,42406.57
Furfrou Natural Form,211,stat_points,4,,3.6%,,,32,0,2,0,32,0,42406.57
Furfrou Natural Form,211,stat_points,5,,3.0%,,,2,32,0,0,0,32,42406.57
Furfrou Natural Form,211,stat_points,6,,2.4%,,,0,32,0,0,2,32,42429.18
Furfrou Natural Form,211,stat_points,7,,2.2%,,,2,32,0,0,32,0,42429.18
Furfrou Natural Form,211,stat_points,8,,2.1%,,,2,0,32,0,32,0,42429.18
Furfrou Natural Form,211,ability,1,Fur Coat,100.0%,,,,,,,,,42443.38
