pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Dragalge,53,move,1,Flip Turn,90.1%,,,,,,,,,18235.39
Dragalge,53,move,2,Draco Meteor,90.0%,,,,,,,,,18235.39
Dragalge,53,move,3,Toxic,66.7%,,,,,,,,,18235.39
Dragalge,53,move,4,Toxic Spikes,33.6%,,,,,,,,,18235.39
Dragalge,53,move,5,Sludge Wave,28.4%,,,,,,,,,18235.39
Dragalge,53,move,6,Thunderbolt,26.6%,,,,,,,,,18241.89
Dragalge,53,move,7,Sludge Bomb,19.0%,,,,,,,,,18241.89
Dragalge,53,move,8,Scald,10.5%,,,,,,,,,18241.89
Dragalge,53,move,9,Shadow Ball,3.7%,,,,,,,,,18241.89
Dragalge,53,move,10,Protect,3.0%,,,,,,,,,18241.89
Dragalge,53,held_item,1,Dragalgite,96.2%,,,,,,,,,18245.71
Dragalge,53,held_item,2,Life Orb,0.9%,,,,,,,,,18245.71
Dragalge,53,held_item,3,Leftovers,0.4%,,,,,,,,,18245.71
Dragalge,53,held_item,4,White Herb,0.3%,,,,,,,,,18245.71
Dragalge,53,held_item,5,Sitrus Berry,0.3%,,,,,,,,,18245.71
Dragalge,53,held_item,6,Dragon Fang,0.3%,,,,,,,,,18253.35
Dragalge,53,held_item,7,Shuca Berry,0.2%,,,,,,,,,18253.35
Dragalge,53,held_item,8,Focus Sash,0.1%,,,,,,,,,18253.35
Dragalge,53,held_item,9,Quick Claw,0.1%,,,,,,,,,18253.35
Dragalge,53,held_item,10,Expert Belt,0.1%,,,,,,,,,18253.35
Dragalge,53,teammate,1,Corviknight,,,,,,,,,,18259.89
Dragalge,53,teammate,2,Grimmsnarl,,,,,,,,,,18259.89
Dragalge,53,teammate,3,Garchomp,,,,,,,,,,18259.89
Dragalge,53,teammate,4,Umbreon,,,,,,,,,,18259.89
Dragalge,53,teammate,5,Skeledirge,,,,,,,,,,18259.89
Dragalge,53,teammate,6,Meowscarada,,,,,,,,,,18262.78
Dragalge,53,teammate,7,Mimikyu,,,,,,,,,,18262.78
Dragalge,53,teammate,8,Hippowdon,,,,,,,,,,18262.78
Dragalge,53,teammate,9,Blaziken,,,,,,,,,,18262.78
Dragalge,53,teammate,10,Delphox,,,,,,,,,,18262.78
Dragalge,53,stat_alignment,1,Sassy,44.1%,Sp. Def,Speed,,,,,,,18264.84
Dragalge,53,stat_alignment,2,Calm,22.4%,Sp. Def,Attack,,,,,,,18264.84
Dragalge,53,stat_alignment,3,Modest,10.1%,Sp. Atk,Attack,,,,,,,18264.84
Dragalge,53,stat_alignment,4,Quiet,9.1%,Sp. Atk,Speed,,,,,,,18264.84
Dragalge,53,stat_alignment,5,Bold,7.1%,Defense,Attack,,,,,,,18264.84
Dragalge,53,stat_alignment,6,Relaxed,6.2%,Defense,Speed,,,,,,,18267.88
Dragalge,53,stat_alignment,7,Timid,0.3%,Speed,Attack,,,,,,,18267.88
Dragalge,53,stat_alignment,8,Careful,0.2%,Sp. Def,Sp. Atk,,,,,,,18267.88
Dragalge,53,stat_alignment,9,Impish,0.1%,Defense,Sp. Atk,,,,,,,18267.88
Dragalge,53,stat_alignment,10,Mild,0.1%,Sp. Atk,Defense,,,,,,,18267.88
Dragalge,53,stat_points,1,,20.5%,,,32,0,2,0,32,0,18270.04
Dragalge,53,stat_points,2,,7.6%,,,32,0,17,0,17,0,18270.04
Dragalge,53,stat_points,3,,6.2%,,,32,0,0,2,32,0,18270.04
Dragalge,53,stat_points,4,,4.8%,,,32,0,32,0,2,0,18270.04
Dragalge,53,stat_points,5,,4.2%,,,31,0,18,0,17,0,18270.04
Dragalge,53,stat_points,6,,2.8%,,,32,0,0,32,2,0,18292.36
Dragalge,53,stat_points,7,,2.6%,,,31,0,32,0,3,0,18292.36
Dragalge,53,stat_points,8,,2.3%,,,31,0,32,3,0,0,18292.36
Dragalge,53,ability,1,Adaptability,65.2%,,,,,,,,,18306.67
Dragalge,53,ability,2,Poison Point,29.7%,,,,,,,,,18306.67
Dragalge,53,ability,3,Poison Touch,5.1%,,,,,,,,,18306.67
