pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Primarina,7,move,1,Moonblast,97.9%,,,,,,,,,13668.68
Primarina,7,move,2,Sparkling Aria,88.1%,,,,,,,,,13668.68
Primarina,7,move,3,Aqua Jet,74.7%,,,,,,,,,13668.68
Primarina,7,move,4,Encore,48.7%,,,,,,,,,13668.68
Primarina,7,move,5,Calm Mind,21.9%,,,,,,,,,13668.68
Primarina,7,move,6,Flip Turn,19.1%,,,,,,,,,13673.69
Primarina,7,move,7,Surf,8.8%,,,,,,,,,13673.69
Primarina,7,move,8,Ice Beam,6.6%,,,,,,,,,13673.69
Primarina,7,move,9,Energy Ball,5.2%,,,,,,,,,13673.69
Primarina,7,move,10,Misty Terrain,4.3%,,,,,,,,,13673.69
Primarina,7,held_item,1,Sitrus Berry,46.9%,,,,,,,,,13679.30
Primarina,7,held_item,2,Leftovers,28.2%,,,,,,,,,13679.30
Primarina,7,held_item,3,Mystic Water,9.3%,,,,,,,,,13679.30
Primarina,7,held_item,4,Chesto Berry,3.2%,,,,,,,,,13679.30
Primarina,7,held_item,5,Focus Sash,3.0%,,,,,,,,,13679.30
Primarina,7,held_item,6,Lum Berry,2.6%,,,,,,,,,13686.48
Primarina,7,held_item,7,Wacan Berry,1.3%,,,,,,,,,13686.48
Primarina,7,held_item,8,Fairy Feather,1.2%,,,,,,,,,13686.48
Primarina,7,held_item,9,Life Orb,1.2%,,,,,,,,,13686.48
Primarina,7,held_item,10,Choice Scarf,0.7%,,,,,,,,,13686.48
Primarina,7,teammate,1,Metagross,,,,,,,,,,13692.78
Primarina,7,teammate,2,Garchomp,,,,,,,,,,13692.78
Primarina,7,teammate,3,Hippowdon,,,,,,,,,,13692.78
Primarina,7,teammate,4,Mimikyu,,,,,,,,,,13692.78
Primarina,7,teammate,5,Meowscarada,,,,,,,,,,13692.78
Primarina,7,teammate,6,Archaludon,,,,,,,,,,13695.64
Primarina,7,teammate,7,Hydreigon,,,,,,,,,,13695.64
Primarina,7,teammate,8,Charizard,,,,,,,,,,13695.64
Primarina,7,teammate,9,Dragonite,,,,,,,,,,13695.64
Primarina,7,teammate,10,Delphox,,,,,,,,,,13695.64
Primarina,7,stat_alignment,1,Modest,60.9%,Sp. Atk,Attack,,,,,,,13697.62
Primarina,7,stat_alignment,2,Quiet,20.0%,Sp. Atk,Speed,,,,,,,13697.62
Primarina,7,stat_alignment,3,Bold,10.2%,Defense,Attack,,,,,,,13697.62
Primarina,7,stat_alignment,4,Relaxed,3.1%,Defense,Speed,,,,,,,13697.62
Primarina,7,stat_alignment,5,Calm,3.1%,Sp. Def,Attack,,,,,,,13697.62
Primarina,7,stat_alignment,6,Timid,1.3%,Speed,Attack,,,,,,,13700.59
Primarina,7,stat_alignment,7,Sassy,0.5%,Sp. Def,Speed,,,,,,,13700.59
Primarina,7,stat_alignment,8,Mild,0.5%,Sp. Atk,Defense,,,,,,,13700.59
Primarina,7,stat_alignment,9,Rash,0.1%,Sp. Atk,Sp. Def,,,,,,,13700.59
Primarina,7,stat_alignment,10,Gentle,0.1%,Sp. Def,Defense,,,,,,,13700.59
Primarina,7,stat_points,1,,9.6%,,,32,0,0,32,0,2,13702.71
Primarina,7,stat_points,2,,9.0%,,,32,0,29,4,1,0,13702.71
Primarina,7,stat_points,3,,4.9%,,,32,0,20,14,0,0,13702.71
Primarina,7,stat_points,4,,4.7%,,,32,0,2,32,0,0,13702.71
Primarina,7,stat_points,5,,3.6%,,,32,0,30,4,0,0,13702.71
Primarina,7,stat_points,6,,2.9%,,,2,0,0,32,0,32,13724.32
Primarina,7,stat_points,7,,2.2%,,,32,0,32,0,2,0,13724.32
Primarina,7,stat_points,8,,1.7%,,,28,0,32,0,1,5,13724.32
Primarina,7,ability,1,Torrent,95.5%,,,,,,,,,13738.00
Primarina,7,ability,2,Liquid Voice,4.5%,,,,,,,,,13738.00
